threads,avg_latency_ns,avg_walltime_s,avg_IOs,data_IO_time
1,2031823688.000000,2031823688,1,930586403
1,2076094376.000000,2076094376,1,951191775
1,1623738487.000000,1623738487,1,485907500
1,1607258651.000000,1607258651,1,468461205
1,1590649442.000000,1590649442,1,472253379
1,1620317340.000000,1620317340,1,449602906
1,1780037322.000000,1780037322,1,633932624
1,1790721571.000000,1790721571,1,694193261
1,1736688772.000000,1736688772,1,666137680
1,1493261892.000000,1493261892,1,414868986
