epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s,mem_time_s,IO_fraction,mem_fraction,cache_hit_ratio
16,3788.619401,3.856880,38160,2.626868,1.230012,0.681086,0.318914,0.657224
16,3771.698750,3.839861,38139,2.599074,1.240787,0.676867,0.323133,0.657224
16,3871.615369,3.941349,38189,2.717353,1.223996,0.689447,0.310553,0.657224
