threads,avg_latency_ns,avg_walltime_s,avg_IOs,data_IO_time
1,1779.173606,1779581788,2208,616622967
1,2698.171391,2698412799,2224,676648469
1,1647.019318,1647234905,2193,608370821
1,1549.717994,1550015572,2230,562779382
1,1580.084599,1580258188,2238,559723169
1,1594.160412,1594332995,2208,572128198
1,1541.182952,1541465269,2206,556646696
1,1599.830373,1600000801,2217,565148293
1,1583.733943,1584013905,2247,564137917
1,1524.561141,1524746443,2148,539092315
