threads,epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s
1,16,3589.482105,3.589482,390230,1.921387
1,16,3517.891769,3.517892,390230,1.915597
1,16,3423.372896,3.423373,390230,1.890549
1,16,3422.106470,3.422106,390230,1.910901
1,16,3527.673216,3.527673,390230,1.926262
1,16,3473.712609,3.473713,390230,1.961487
1,16,3401.711173,3.401711,390230,1.893709
1,16,3466.069486,3.466069,390230,1.912063
1,16,3459.143665,3.459144,390230,1.919668
1,16,3343.207655,3.343208,390230,1.943495
