threads,epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s
1,16,3475.755369,3.475755,390265,1.903842
1,16,3477.381994,3.477382,390265,1.958014
1,16,3499.882683,3.499883,390265,1.926003
1,16,3577.502449,3.577502,390265,2.020874
1,16,3346.088753,3.346089,390265,1.972202
1,16,3448.707420,3.448707,390265,1.925542
1,16,3429.127101,3.429127,390265,1.935158
1,16,3412.408625,3.412409,390265,1.884685
1,16,3373.862150,3.373862,390265,1.880210
1,16,3413.632263,3.413632,390265,1.883678
