threads,epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s
1,16,381.284578,0.381285,19522,0.169124
1,16,287.098877,0.287099,19522,0.145555
1,16,314.514372,0.314514,19522,0.159254
1,16,284.088491,0.284088,19522,0.142372
1,16,264.051397,0.264051,19522,0.139076
1,16,265.635220,0.265635,19522,0.141967
1,16,259.697291,0.259697,19522,0.138700
1,16,265.805250,0.265805,19522,0.142809
1,16,275.603852,0.275604,19522,0.141286
1,16,323.447607,0.323448,19522,0.130878
