threads,epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s
1,16,1559.696548,1.559697,167352,0.862959
1,16,1477.425410,1.477425,167352,0.811879
1,16,1391.819700,1.391820,167352,0.822504
1,16,1446.856484,1.446856,167352,0.769577
1,16,1490.681278,1.490681,167352,0.792940
1,16,1503.117609,1.503118,167352,0.798659
1,16,1247.002353,1.247002,167352,0.768970
1,16,1386.183273,1.386183,167352,0.908625
1,16,1223.412818,1.223413,167352,0.767297
1,16,1252.447050,1.252447,167352,0.758535
