threads,epsilon,avg_latency_ns,total_wall_time_s,avg_IOs,IO_time_s
1,16,2936.126048,2.936126,158771,2.125277
1,16,2945.527931,2.945528,158771,2.140143
1,16,2912.805126,2.912805,158771,2.087343
1,16,2844.691762,2.844692,158771,2.075538
1,16,2809.173214,2.809173,158771,2.028754
1,16,2902.151415,2.902151,158771,2.071589
1,16,2876.968911,2.876969,158771,2.089973
1,16,2495.552239,2.495552,158771,1.940646
1,16,2616.865211,2.616865,158771,2.057568
1,16,2587.881017,2.587881,158771,2.015196
