baseline,producers,workers,latency_ns,wall_time_ns,avg_IOs,data_IO_time_ns,hit_ratio,index_time_ns,cache_time_ns
FALCON,8,64,5096718.912374,5212934965,793248,327538490523,0.186320,20702113472,328158548967
FALCON,16,64,6170250.375296,3125198546,666050,198153667885,0.303853,18462615808,198612899373
FALCON,32,64,8791999.613945,2225313346,550243,140741665450,0.412619,21225047424,141100839286
FALCON,64,64,12078232.407449,1525702795,464002,96104396631,0.495290,21137867968,96439407162
FALCON,128,64,18021763.679718,1141393578,411917,71432918538,0.547316,30754253888,71755272375
FALCON,1,128,592435.455505,10724771108,1000000,246859875835,0.000000,26110903552,249089622872
FALCON,2,128,1976116.884198,9774999002,1000000,521566707683,0.000000,28499561984,523331233714
FALCON,4,128,4219302.635059,9514114508,980390,771698198907,0.017450,35470948608,773140039165
FALCON,8,128,7285031.343353,7530294496,909930,858265663443,0.080606,42460225408,859373875112
FALCON,16,128,10602187.974308,5339164432,787234,672833926889,0.192144,41498090496,673410130428
FALCON,32,128,12112156.991152,3037242732,663952,386628960551,0.305808,35337491328,387060432192
FALCON,64,128,16501176.260749,2089234832,548629,264148868596,0.414137,48736846080,264557903821
FALCON,128,128,23344579.852001,1523015428,475705,192490470038,0.484089,162414988928,192888423971
FALCON,1,1,383444.483607,4277988216,458586,3203452758,0.501040,117322081,3396952389
FALCON,2,1,534570.243408,3159968435,408287,2090206629,0.551023,203023311,2262383585
FALCON,4,1,1034696.625627,2221522050,362267,1177599159,0.603335,158153029,1326496463
FALCON,8,1,1991794.912613,2084608920,349229,1036053407,0.620907,194019646,1179718245
FALCON,16,1,5018100.833433,2570776042,339901,1236082118,0.633550,285351699,1409964225
FALCON,32,1,11107990.517741,2820600736,332405,1335298936,0.643237,348985465,1526431775
FALCON,64,1,25088656.917929,3352714911,325131,1437317635,0.651471,442912847,1645912215
FALCON,128,1,66124365.319405,4360872529,317773,1949211040,0.658743,481188357,2147022031
FALCON,1,2,374160.032818,3835400274,515011,6008952370,0.446741,231600118,6265131302
FALCON,2,2,511570.460566,2609596138,465092,4022848523,0.494646,374874872,4239180157
FALCON,4,2,671623.874560,1818854276,414161,2565364726,0.545269,435239086,2747876218
FALCON,8,2,1352933.441961,1546280999,375362,2028573213,0.587923,451180076,2198063902
FALCON,16,2,2660289.361430,1402696048,361258,1562007092,0.605912,599643418,1751789358
FALCON,32,2,5698036.893661,1459294425,351153,1464373404,0.619306,683411118,1659108913
FALCON,64,2,12661670.659229,1608822450,342573,1451701071,0.630249,883015100,1662967413
FALCON,128,2,26339827.394175,1681073947,335909,1387379590,0.638394,956742592,1602350692
FALCON,1,4,417110.949262,3876454517,583893,10798973434,0.381168,482483956,11079101616
FALCON,2,4,536468.730539,2415331557,558392,8570494161,0.404810,584363560,8812468709
FALCON,4,4,804355.858566,1899663528,466771,6292560416,0.492994,833498044,6541335363
FALCON,8,4,1098597.687560,1321027328,416327,4087263293,0.543138,1023883512,4315814500
FALCON,16,4,1847895.705918,1070862362,384530,3006104727,0.577481,1439057428,3213571153
FALCON,32,4,4020127.088227,1063047500,366654,2880939075,0.599152,1732079104,3093437082
FALCON,64,4,7227651.022854,937634522,357493,2092958548,0.610938,2010316396,2310448993
FALCON,128,4,16200566.123133,1042511636,349103,1855097688,0.621835,2535858616,2087792010
FALCON,1,8,522181.825922,5077625364,718043,29168029306,0.256115,1050050776,29514176096
FALCON,2,8,686604.775751,3460564186,669951,23751142809,0.300405,1482337280,24090090630
FALCON,4,8,1098455.855324,2352533939,556342,17745152983,0.406750,1654309992,18005699474
FALCON,8,8,1434705.526713,1552851673,467344,11363859945,0.492239,1992018448,11615513856
FALCON,16,8,2469059.517727,1343853021,413586,9618006221,0.545659,3173230272,9865751144
FALCON,32,8,3304619.997758,902714423,381816,6063597125,0.579967,4385926208,6292174576
FALCON,64,8,6029817.957773,809213636,368754,4944643738,0.596769,6530723688,5190699440
FALCON,128,8,11415705.298445,753211510,358684,4150151622,0.609938,8008680008,4423983491
FALCON,1,16,672770.311864,7272693677,862863,78374647823,0.123341,2152409680,78858029809
FALCON,2,16,1278418.743976,5515686270,790779,82873836913,0.188796,2953650800,83317460201
FALCON,4,16,1482015.229875,3108298499,670286,48452194966,0.299966,3276015376,48775161041
FALCON,8,16,2050718.032301,2154366752,554025,33279411810,0.409044,4181258608,33565209032
FALCON,16,16,2940919.300029,1541741907,466498,23551678321,0.492868,5075943488,23816819222
FALCON,32,16,4382712.495964,1136238978,412038,17049175776,0.547078,5961365808,17300377567
FALCON,64,16,6866796.227561,908761499,382292,13272640548,0.579240,13000355712,13527740443
FALCON,128,16,10837216.064084,813451384,368081,11304521424,0.596869,57211511600,11590770759
FALCON,1,32,791664.463631,9629902012,957688,168465613397,0.037779,5020798496,169299049789
FALCON,2,32,1517783.355551,7273976893,893690,174464870536,0.095287,6961960512,175133249007
FALCON,4,32,2600971.379580,5441274074,793229,167198710930,0.186723,8246225536,167819031412
FALCON,8,32,3134773.682350,3238963565,667359,101949071585,0.302885,9507826304,102360708670
FALCON,16,32,4141802.127878,2148320320,554574,67394765086,0.408546,12128945312,67720529875
FALCON,32,32,5957382.195355,1542911461,466791,48024032455,0.492601,13867912416,48320838865
FALCON,64,32,8893101.769962,1147869651,412886,35327494293,0.546212,18208976096,35617234972
FALCON,128,32,13940082.477255,901323663,381811,27406655369,0.579935,30802851584,27694776300
FALCON,1,64,641754.899332,10575755839,1000000,252193932646,0.000000,12189330112,253631562831
FALCON,2,64,1529389.649996,9016774024,957225,302215713172,0.038127,17620800832,303256421870
FALCON,4,64,3685195.344936,7895192887,909405,429757600024,0.081243,15513563264,430657004198
FALCON,8,64,4926809.335685,5041430552,793352,316681047538,0.186359,19717788352,317291132639
FALCON,16,64,6424222.670522,3255189071,665959,206567552330,0.303866,20813475776,207003546111
FALCON,32,64,8493295.484553,2149590724,551091,136024140948,0.411817,19700138624,136378947308
FALCON,64,64,12173610.512315,1538425885,464612,96931469396,0.494754,22803424576,97261338929
FALCON,128,64,17982411.424209,1137668717,411802,71221148691,0.547481,27971203328,71533627363
FALCON,1,128,596162.821104,10747888905,1000000,245740610873,0.000000,29434147072,247952552647
FALCON,2,128,2012207.092501,9910718998,1000000,534705455189,0.000000,29039876224,536393132457
FALCON,4,128,4306811.527268,9611264620,980901,786648328386,0.017019,34186635520,788126582346
FALCON,8,128,7272506.145002,7524117121,909986,856421888253,0.080517,40564257792,857471887388
FALCON,16,128,9868254.981181,4979012959,790039,628368098773,0.189577,37085521024,628938605209
FALCON,32,128,12537860.048626,3143449326,662290,399931000859,0.307462,34909419776,400362408746
FALCON,64,128,16705927.508168,2101928369,548702,266883297961,0.414203,39332284672,267287417291
FALCON,128,128,24193504.798911,1600152993,482684,202361254741,0.477269,222946341248,202773440271
FALCON,1,1,378004.191334,4268073510,459063,3156046864,0.500503,122980552,3348575206
FALCON,2,1,571555.052986,3354504588,409377,2278994827,0.550070,214135299,2453547589
FALCON,4,1,994561.565401,2113578776,362119,1154406517,0.603657,150288385,1298410967
FALCON,8,1,2064688.187071,2142663092,349244,1041746868,0.620982,199611456,1188465723
FALCON,16,1,4774749.267463,2452461222,339915,1081686129,0.633557,276964281,1262279542
FALCON,32,1,11530746.031564,2964721851,332388,1371210078,0.643168,410429288,1572619964
FALCON,64,1,25065135.496591,3344560896,325358,1416577248,0.651333,460907995,1633871404
FALCON,128,1,72233117.311787,4718399431,317805,2172974961,0.658704,413984015,2393668085
FALCON,1,2,358353.504397,3662309055,514437,5730501390,0.447354,241269926,5993910083
FALCON,2,2,518325.430477,2564425532,467228,4018900223,0.492370,347394040,4237503531
FALCON,4,2,676012.879626,1801554568,413328,2563040235,0.545793,390604436,2747538758
FALCON,8,2,1255873.241589,1470636835,376360,1837656667,0.587015,461309018,2009755169
FALCON,16,2,2786718.304411,1468606297,363085,1548788647,0.604107,601225358,1742490738
FALCON,32,2,6823172.298524,1750080632,353293,1477308546,0.616554,674672056,1677002622
FALCON,64,2,12417141.291561,1574519083,342306,1477556012,0.630521,873865774,1689738182
FALCON,128,2,27781913.519879,1781890237,336671,1473293201,0.637224,967495484,1691808346
FALCON,1,4,435282.654407,4010120429,582046,11141887826,0.382948,476891048,11424220163
FALCON,2,4,532464.420054,2451287605,554631,8555594208,0.408380,663768964,8804933157
FALCON,4,4,872679.293457,2035404898,466071,6928840811,0.493840,855473396,7149399338
FALCON,8,4,1047149.823299,1256526526,414946,3991993501,0.544330,1091857588,4193045084
FALCON,16,4,2016417.386603,1115175461,387194,3088632115,0.575332,1500406764,3309811459
FALCON,32,4,3486272.442050,927614492,366788,2413075777,0.599095,1857302568,2633845859
FALCON,64,4,7155629.662085,925011136,356210,2027800193,0.612696,1973726304,2256628774
FALCON,128,4,14498854.655184,933940407,348046,1843248942,0.623192,2589435076,2065023824
FALCON,1,8,524532.003168,5032779303,712343,28247363404,0.261338,1047172136,28586276271
FALCON,2,8,735407.969495,3170417586,672605,24143576873,0.297760,1264381680,24424349523
FALCON,4,8,1091014.868194,2357285386,555033,17646535759,0.408117,1696653144,17912212595
FALCON,8,8,1437533.380645,1547962050,466709,11322822691,0.492630,1870293976,11570945628
FALCON,16,8,2122359.495664,1155184321,413068,8155683865,0.546183,2981460592,8390590541
FALCON,32,8,3707236.301872,1010370139,381617,6973349253,0.579960,3917606664,7195503231
FALCON,64,8,6077467.406911,812256800,367095,5097048590,0.598439,6914013920,5341024686
FALCON,128,8,11676070.854946,786395589,358995,4109916481,0.609325,12962908776,4378032295
FALCON,1,16,689710.010306,7509080861,866037,81300731209,0.120444,2310754224,81802395363
FALCON,2,16,1195519.398525,5206820519,792882,78192836634,0.186961,2851847968,78615657887
FALCON,4,16,1567289.089424,3285800277,670470,51227814496,0.299857,3592765936,51558138276
FALCON,8,16,2051101.617164,2148634273,554281,33238646266,0.408675,3931867056,33522802940
FALCON,16,16,2927171.990596,1554764307,468118,23726682779,0.491396,6166318752,23996869607
FALCON,32,16,4347147.450113,1158568992,414376,17336103804,0.544767,7802437104,17596050887
FALCON,64,16,6840384.034535,903374775,382172,13210659502,0.579398,12364934240,13461568299
FALCON,128,16,11311107.089913,803845892,366407,11128872932,0.598755,43853993296,11417025602
FALCON,1,32,802045.504817,9763957214,957825,172339898438,0.037640,5160798368,173175399782
FALCON,2,32,1513137.962526,7253965109,893213,174071368283,0.095860,7102749472,174737158569
FALCON,4,32,2446112.800766,5143555470,797554,158080729901,0.182728,8510891616,158633206098
FALCON,8,32,3369894.379813,3467164697,666641,109053695196,0.303214,8663542144,109469915275
FALCON,16,32,4155009.404302,2157748121,555820,67687533961,0.407328,13244524480,68019062039
FALCON,32,32,5944266.730585,1545832970,467297,48115968572,0.492168,17169607936,48414353394
FALCON,64,32,8925420.601291,1141813806,412009,35229520473,0.547140,15288482144,35509743512
FALCON,128,32,13970466.980801,901854162,381816,27473438738,0.579835,29243895680,27748714013
FALCON,1,64,654069.824791,10703476247,1000000,259146979963,0.000000,12750791616,260560851511
FALCON,2,64,1541868.971702,9024139391,957691,304115518973,0.037780,17388260416,305129046790
FALCON,4,64,3653255.302836,7807433507,913240,427405336954,0.077724,15093076864,428252775850
FALCON,8,64,4911979.881300,5025741649,792667,314914236494,0.187127,17242526656,315551915951
FALCON,16,64,6026356.370534,3048212379,666544,193333758556,0.303404,18337003136,193763307666
FALCON,32,64,8525963.119133,2158432322,550742,136494233681,0.412192,19426729152,136842266009
FALCON,64,64,12146360.990234,1552615150,465743,97715527139,0.493514,39546068032,98055181122
FALCON,128,64,20323328.387315,1386115957,430492,86658514946,0.528801,163827403904,87024855741
FALCON,1,128,577970.371944,10535117372,1000000,239121959791,0.000000,26656231552,241386865386
FALCON,2,128,2015552.090190,9909423426,1000000,536064667603,0.000000,29019516800,537790378684
FALCON,4,128,4158939.020183,9435845119,980661,761034753463,0.017211,35070071424,762475103694
FALCON,8,128,7434500.789358,7692722651,909101,876633974184,0.081415,42665862144,877727120248
FALCON,16,128,9793578.768467,4957765697,790080,625406378358,0.189286,47274414848,626067374883
FALCON,32,128,12245941.198514,3076205704,663316,391228645419,0.306414,37128357504,391684307873
FALCON,64,128,16757740.326336,2134131694,551731,270769700772,0.411231,77362399872,271201417296
FALCON,128,128,25914529.171346,1725449875,493503,218217262829,0.467151,174077841664,218636154905
